TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type,LINKQ
438014056,Waimea WWTP service Waimea 96796,3175 JERVES ST,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380140560000
438014059,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3155 JERVES ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380140590000
438014059,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3155 JERVES ST B,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=380140590000
441005021,Wailua WWTP service Kapaa 967456,372 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=410050210000
443009019,Wailua WWTP service Kapaa 967456,939 KUHIO HWY  C,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=430090190000
445004018,Wailua WWTP service Kapaa 967456,1061 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450040180000
445004018,Wailua WWTP service Kapaa 967456,1051 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450040180000
445006003,Wailua WWTP service Kapaa 967456,1176 KUHIO HWY  A,KAPAA,96746,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450060030001
445008015,Wailua WWTP service Kapaa 967456,1354 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450080150000
445008017,Wailua WWTP service Kapaa 967456,1330 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450080170000
445008022,Wailua WWTP service Kapaa 967456,1302 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450080220000
445009013,Wailua WWTP service Kapaa 967456,1297 ULU ST,KAPAA,96746,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450090130000
445011006,Wailua WWTP service Kapaa 967456,0 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450110060000
445011022,Wailua WWTP service Kapaa 967456,4502 LEHUA ST,KAPAA,96746,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450110220000
445011030,Wailua WWTP service Kapaa 967456,4568 LEHUA ST,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450110300000
445011034,Wailua WWTP service Kapaa 967456,1407 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450110340000
445012014,Wailua WWTP service Kapaa 967456,1558 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450120140000
445012038,Wailua WWTP service Kapaa 967456,1525 KUHIO HWY,KAPAA,96746,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=450120380000
418015106,Eleele WWTP service 96705 & Hanapepe 96716,5050 ALII RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180151060000
418015121,Eleele WWTP service 96705 & Hanapepe 96716,5008 ALII RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180151210000
418016013,Eleele WWTP service 96705 & Hanapepe 96716,3507 AULIKE ST,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180160130000
418016017,Eleele WWTP service 96705 & Hanapepe 96716,5176 MOI RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180160170000
418016024,Eleele WWTP service 96705 & Hanapepe 96716,5147 KAUNALOA ST,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180160240000
418016037,Waimea WWTP service Waimea 96796,5176 KAUNALOA ST,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180160370000
418016044,Waimea WWTP service Waimea 96796,5132 KAUNALOA ST,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180160440000
418016044,Waimea WWTP service Waimea 96796,5132 KAUNALOA ST A,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180160440000
418017007,Eleele WWTP service 96705 & Hanapepe 96716,5151 MOI RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=180170070000
419004008,Eleele WWTP service 96705 & Hanapepe 96716,3865 HANAPEPE RD,HANAPEPE,96716,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190040080000
419004016,Eleele WWTP service 96705 & Hanapepe 96716,3771 HANAPEPE RD,HANAPEPE,96716,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190040160000
419004016,Eleele WWTP service 96705 & Hanapepe 96716,3771 HANAPEPE RD A,HANAPEPE,96716,Mixed,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190040160000
419005019,Eleele WWTP service 96705 & Hanapepe 96716,3844 KOULA RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190050190000
419005042,Eleele WWTP service 96705 & Hanapepe 96716,3919 HANAPEPE RD,HANAPEPE,96716,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190050420000
419006032,Eleele WWTP service 96705 & Hanapepe 96716,0 NONE,HANAPEPE,96716,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190060320000
419007019,Eleele WWTP service 96705 & Hanapepe 96716,4471 IONA RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190070190000
419007019,Eleele WWTP service 96705 & Hanapepe 96716,4471 IONA RD B,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190070190000
419007019,Eleele WWTP service 96705 & Hanapepe 96716,4467 IONA RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190070190000
419007019,Eleele WWTP service 96705 & Hanapepe 96716,4467 IONA RD A,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190070190000
419007035,Waimea WWTP service Waimea 96796,4370 LEA LN,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190070350000
419007037,Eleele WWTP service 96705 & Hanapepe 96716,4361 LEA LN,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190070370000
419010040,Eleele WWTP service 96705 & Hanapepe 96716,4485 PUOLO RD B,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=190100400000
421001019,Eleele WWTP service 96705 & Hanapepe 96716,278 HUEHU RD A,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210010190001
416008020,Waimea WWTP service Waimea 96796,9664 KAUMUALII HWY,"WAIMEA, HI 96796",,Inactive,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160080200000
416008051,Waimea WWTP service Waimea 96796,9562 HUAKAI RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160080510000
416009004,Waimea WWTP service Waimea 96796,9643 KAUMUALII HWY,WAIMEA,96796,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=160090040000
421003012,Eleele WWTP service 96705 & Hanapepe 96716,0 AKA'ULA ST,ELEELE,96705,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210030120000
421003031,Eleele WWTP service 96705 & Hanapepe 96716,230 AKA'ULA ST,ELEELE,96705,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210030310000
421004010,Eleele WWTP service 96705 & Hanapepe 96716,4689 ELEELE RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210040100000
421005005,Eleele WWTP service 96705 & Hanapepe 96716,4739 ULIULI RD,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210050050000
421005023,Eleele WWTP service 96705 & Hanapepe 96716,125 PONI RD,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210050230000
421005041,Eleele WWTP service 96705 & Hanapepe 96716,4575 MELEMELE RD,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210050410000
421005044,Eleele WWTP service 96705 & Hanapepe 96716,4615 MELEMELE RD,ELEELE,96705,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210050440000
421005052,Eleele WWTP service 96705 & Hanapepe 96716,4697 MELEMELE RD,HANAPEPE,96716,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210050520000
421005053,Waimea WWTP service Waimea 96796,4709 MELEMELE RD,WAIMEA,96796,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210050530000
421006001,Eleele WWTP service 96705 & Hanapepe 96716,4592 MIMO PL,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210060010000
421006023,Eleele WWTP service 96705 & Hanapepe 96716,4529 MIMO PL,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210060230000
421006027,Eleele WWTP service 96705 & Hanapepe 96716,4511 MIMO PL,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210060270000
421007021,Eleele WWTP service 96705 & Hanapepe 96716,4539 PUALEI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210070210000
421007045,Eleele WWTP service 96705 & Hanapepe 96716,4637 PUALEI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210070450000
421007060,Eleele WWTP service 96705 & Hanapepe 96716,4580 ULUPUA ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210070600000
421007065,Eleele WWTP service 96705 & Hanapepe 96716,4569 ULUPUA ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210070650000
421007109,Eleele WWTP service 96705 & Hanapepe 96716,472 LAULE'A ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210071090000
421007119,Eleele WWTP service 96705 & Hanapepe 96716,554 AEWA ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210071190000
421007122,Eleele WWTP service 96705 & Hanapepe 96716,572 AEWA ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210071220000
421008050,Eleele WWTP service 96705 & Hanapepe 96716,4679 KULE'A PL,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210080500000
421008070,Eleele WWTP service 96705 & Hanapepe 96716,673 LAULE'A ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210080700000
421009017,Eleele WWTP service 96705 & Hanapepe 96716,691 AEWA ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090170000
421009036,Eleele WWTP service 96705 & Hanapepe 96716,801 LAULE'A ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090360000
421009046,Eleele WWTP service 96705 & Hanapepe 96716,845 LAULE'A ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090460000
421009050,Eleele WWTP service 96705 & Hanapepe 96716,923 'OHI PL,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090500000
421009065,Eleele WWTP service 96705 & Hanapepe 96716,726 LAULE'A ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090650000
421009088,Eleele WWTP service 96705 & Hanapepe 96716,693 AKALEI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090880000
421009094,Eleele WWTP service 96705 & Hanapepe 96716,722 AKALEI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090940000
421009098,Eleele WWTP service 96705 & Hanapepe 96716,746 AKALEI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210090980000
421010023,Eleele WWTP service 96705 & Hanapepe 96716,4367 MANAWANUI CT,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100230000
421010024,Eleele WWTP service 96705 & Hanapepe 96716,76 'OKUPU ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100240000
421010040,Eleele WWTP service 96705 & Hanapepe 96716,120 'OKUPU ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100400000
421010048,Eleele WWTP service 96705 & Hanapepe 96716,4375 'OLALI ST,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210100480000
421001053,Eleele WWTP service 96705 & Hanapepe 96716,451 MEHANA RD A,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210010530000
421001053,Eleele WWTP service 96705 & Hanapepe 96716,451 MEHANA RD B,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210010530000
421011015,Eleele WWTP service 96705 & Hanapepe 96716,474 MEHANA RD,ELEELE,96705,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=210110150000
436006009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3161 UMI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060090001
436006009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3161 UMI ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060090001
436006041,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3155 ELUA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060410000
436006041,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3155 ELUA ST A,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060410000
436006041,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3145 ELUA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060410000
436006047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3115 ELUA ST B,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060470000
436006074,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3155 AKAHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360060740000
436007003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2984 EWALU ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070030000
436007019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 NONE,LIHUE,96766,Inactive,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070190000
436007019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 NONE,LIHUE,96766,Inactive,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070190000
436007019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 NONE,LIHUE,96766,Inactive,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070190000
436007019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 NONE,LIHUE,96766,Inactive,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360070190000
436009020,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2960 KALENA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090200000
436009020,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4244 HOALA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360090200000
436015019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3179 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150190000
436015027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3140 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150270000
436015046,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4297 KAANA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150460000
436015064,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3136 ALOHI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360150640000
436016027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3263 ALOHI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160270000
436016028,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3260 ALOHI PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160280000
436016032,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3281 ULUHUI ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360160320000
437005057,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4001 HO'OLEPE ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050570000
437005097,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3920 LAWEHANA ST,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050970000
437005097,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3920 LAWEHANA ST A,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370050970000
437006002,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3784 LUHINA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060020000
437006007,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3830 KUHIO HWY,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060070000
437006007,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3830 KUHIO HWY  A,HANAMAULU,96715,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060070000
437006016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3877 KAIA PL,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=370060160000
435003007,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3052 PELEKE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030070000
435003013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2990 AUKELE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=350030130000
436003001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4197 MALAMA ST,LIHUE,96766,Residential,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360030010000
436003061,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4272 RICE ST,LIHUE,96766,Commercial,https://qpublic.schneidercorp.com/Application.aspx?AppID=986&LayerID=20101&PageTypeID=4&PageID=8744&Q=266304821&KeyValue=360030610000
