TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421003014,Eleele WWTP service 96705 & Hanapepe 96716,118 KAUMUALII HWY,ELEELE,96705,Inactive
421004003,Eleele WWTP service 96705 & Hanapepe 96716,212 ULAULA RD A,ELEELE,96705,Residential
421004003,Eleele WWTP service 96705 & Hanapepe 96716,212 ULAULA RD,ELEELE,96705,Residential
421004004,Eleele WWTP service 96705 & Hanapepe 96716,200 ULAULA RD,ELEELE,96705,Residential
421004008,Eleele WWTP service 96705 & Hanapepe 96716,4706 ULIULI RD,ELEELE,96705,Residential
421004044,Eleele WWTP service 96705 & Hanapepe 96716,4572 ELEELE RD,ELEELE,96705,Residential
421004044,Eleele WWTP service 96705 & Hanapepe 96716,4572 ELEELE RD A,ELEELE,96705,Residential
421005033,Eleele WWTP service 96705 & Hanapepe 96716,4634 MELEMELE RD,ELEELE,96705,Residential
421005056,Eleele WWTP service 96705 & Hanapepe 96716,4747 MELEMELE RD,ELEELE,96705,Residential
421006052,Eleele WWTP service 96705 & Hanapepe 96716,4705 HOKULOA PL,ELEELE,96705,Residential
421007002,Eleele WWTP service 96705 & Hanapepe 96716,4608 PUALEI ST,ELEELE,96705,Residential
421007017,Eleele WWTP service 96705 & Hanapepe 96716,4523 PUALEI ST,ELEELE,96705,Residential
421007033,Eleele WWTP service 96705 & Hanapepe 96716,610 LEI'ONI PL,ELEELE,96705,Residential
421007049,Eleele WWTP service 96705 & Hanapepe 96716,634 LAULE'A ST,ELEELE,96705,Residential
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007066,Eleele WWTP service 96705 & Hanapepe 96716,4573 ULUPUA ST,ELEELE,96705,Inactive
421007089,Eleele WWTP service 96705 & Hanapepe 96716,567 LEIPAPA PL,ELEELE,96705,Residential
421007111,Eleele WWTP service 96705 & Hanapepe 96716,4674 HOKULOA PL,ELEELE,96705,Residential
421007132,Eleele WWTP service 96705 & Hanapepe 96716,571 LAULE'A ST,ELEELE,96705,Residential
421008009,Eleele WWTP service 96705 & Hanapepe 96716,641 AEWA ST,ELEELE,96705,Residential
421008013,Eleele WWTP service 96705 & Hanapepe 96716,661 AEWA ST,ELEELE,96705,Residential
421008019,Eleele WWTP service 96705 & Hanapepe 96716,692 AEWA ST,ELEELE,96705,Residential
421008029,Eleele WWTP service 96705 & Hanapepe 96716,642 AEWA ST,ELEELE,96705,Residential
421008032,Eleele WWTP service 96705 & Hanapepe 96716,626 AEWA ST,ELEELE,96705,Residential
421008034,Eleele WWTP service 96705 & Hanapepe 96716,4678 KULE'A PL,ELEELE,96705,Residential
421008036,Eleele WWTP service 96705 & Hanapepe 96716,4664 KULE'A PL,ELEELE,96705,Residential
421008039,Eleele WWTP service 96705 & Hanapepe 96716,4646 KULE'A PL,ELEELE,96705,Residential
421008059,Eleele WWTP service 96705 & Hanapepe 96716,4664 ULUPUA ST,ELEELE,96705,Residential
421008072,Eleele WWTP service 96705 & Hanapepe 96716,676 LAULE'A ST,ELEELE,96705,Residential
421008091,Eleele WWTP service 96705 & Hanapepe 96716,4616 PUALEI ST,ELEELE,96705,Residential
421009041,Eleele WWTP service 96705 & Hanapepe 96716,823 LAULE'A ST,ELEELE,96705,Residential
421009091,Eleele WWTP service 96705 & Hanapepe 96716,706 AKALEI ST,ELEELE,96705,Residential
421009096,Eleele WWTP service 96705 & Hanapepe 96716,734 AKALEI ST,ELEELE,96705,Residential
421009100,Eleele WWTP service 96705 & Hanapepe 96716,758 AKALEI ST,ELEELE,96705,Residential
421009114,Eleele WWTP service 96705 & Hanapepe 96716,851 AKALEI ST,ELEELE,96705,Residential
421009117,Eleele WWTP service 96705 & Hanapepe 96716,4624 PI'AI PL,ELEELE,96705,Residential
421009124,Eleele WWTP service 96705 & Hanapepe 96716,4622 PUAHAU PL,ELEELE,96705,Residential
421009128,Eleele WWTP service 96705 & Hanapepe 96716,4621 PUAHAU PL,ELEELE,96705,Residential
421009132,Eleele WWTP service 96705 & Hanapepe 96716,4620 LILIA ST,ELEELE,96705,Residential
421010009,Eleele WWTP service 96705 & Hanapepe 96716,4366 'OLALI ST,ELEELE,96705,Residential
421010044,Eleele WWTP service 96705 & Hanapepe 96716,4399 'OLALI ST,ELEELE,96705,Residential
421011010,Eleele WWTP service 96705 & Hanapepe 96716,434 MEHANA RD,ELEELE,96705,Residential
421011011,Eleele WWTP service 96705 & Hanapepe 96716,442 MEHANA RD,ELEELE,96705,Residential
421012001,Eleele WWTP service 96705 & Hanapepe 96716,267 ILUNA ST,ELEELE,96705,Residential
421012009,Eleele WWTP service 96705 & Hanapepe 96716,347 ILUNA ST,ELEELE,96705,Residential
421012013,Eleele WWTP service 96705 & Hanapepe 96716,389 ILUNA ST,ELEELE,96705,Residential
421010042,Eleele WWTP service 96705 & Hanapepe 96716,4411 'OLALI ST,ELEELE,96705,Residential
421010047,Eleele WWTP service 96705 & Hanapepe 96716,4381 'OLALI ST,ELEELE,96705,Residential
421010050,Eleele WWTP service 96705 & Hanapepe 96716,121 'OKUPU ST,ELEELE,96705,Residential
421011007,Eleele WWTP service 96705 & Hanapepe 96716,414 MEHANA RD,ELEELE,96705,Residential
421012008,Eleele WWTP service 96705 & Hanapepe 96716,331 ILUNA ST,ELEELE,96705,Residential
418008061,Eleele WWTP service 96705 & Hanapepe 96716,4505 PUOLO RD,HANAPEPE,96716,Mixed
418008061,Eleele WWTP service 96705 & Hanapepe 96716,4505 PUOLO RD B,HANAPEPE,96716,Mixed
418010016,Eleele WWTP service 96705 & Hanapepe 96716,4834 MOI RD,HANAPEPE,96716,Residential
418013057,Eleele WWTP service 96705 & Hanapepe 96716,4935 MOI RD,HANAPEPE,96716,Residential
418014002,Eleele WWTP service 96705 & Hanapepe 96716,3514 KUPA'A ST,HANAPEPE,96716,Residential
418014008,Eleele WWTP service 96705 & Hanapepe 96716,3539 MAKOA ST,HANAPEPE,96716,Residential
418014011,Eleele WWTP service 96705 & Hanapepe 96716,4941 KOKO RD,HANAPEPE,96716,Residential
418014014,Eleele WWTP service 96705 & Hanapepe 96716,4950 KOKO RD,HANAPEPE,96716,Residential
418014027,Eleele WWTP service 96705 & Hanapepe 96716,3585 MAKOA ST,HANAPEPE,96716,Residential
418014036,Eleele WWTP service 96705 & Hanapepe 96716,3586 KUPA'A ST,HANAPEPE,96716,Residential
418014037,Eleele WWTP service 96705 & Hanapepe 96716,3592 KUPA'A ST,HANAPEPE,96716,Residential
418014049,Eleele WWTP service 96705 & Hanapepe 96716,3521 KUPA'A ST,HANAPEPE,96716,Residential
418014051,Eleele WWTP service 96705 & Hanapepe 96716,3507 KUPA'A ST,HANAPEPE,96716,Residential
418014070,Eleele WWTP service 96705 & Hanapepe 96716,3671 'UWAO ST,HANAPEPE,96716,Residential
418015012,Eleele WWTP service 96705 & Hanapepe 96716,3522 'UWAO ST,HANAPEPE,96716,Residential
418015013,Eleele WWTP service 96705 & Hanapepe 96716,3526 'UWAO ST,HANAPEPE,96716,Residential
421012037,Eleele WWTP service 96705 & Hanapepe 96716,505 ILUNA ST A,ELEELE,96705,Residential
421004015,Eleele WWTP service 96705 & Hanapepe 96716,4731 ELEELE RD,ELEELE,96705,Residential
421004027,Eleele WWTP service 96705 & Hanapepe 96716,4620 ELEELE RD,ELEELE,96705,Residential
421005018,Eleele WWTP service 96705 & Hanapepe 96716,134 AKALA RD,ELEELE,96705,Residential
421005025,Eleele WWTP service 96705 & Hanapepe 96716,4641 ELEELE RD,ELEELE,96705,Residential
421005036,Eleele WWTP service 96705 & Hanapepe 96716,4606 MELEMELE RD,ELEELE,96705,Residential
421006006,Eleele WWTP service 96705 & Hanapepe 96716,4583 MIMO PL,ELEELE,96705,Residential
421006007,Eleele WWTP service 96705 & Hanapepe 96716,365 HOE ST A,HANAPEPE,96716,Residential
421006007,Eleele WWTP service 96705 & Hanapepe 96716,365 HOE ST,ELEELE,96705,Residential
421006016,Eleele WWTP service 96705 & Hanapepe 96716,215 ULAULA RD,ELEELE,96705,Residential
421006043,Eleele WWTP service 96705 & Hanapepe 96716,385 PA'ANI ST,ELEELE,96705,Residential
421007012,Eleele WWTP service 96705 & Hanapepe 96716,4526 PUALEI ST,ELEELE,96705,Residential
421007035,Eleele WWTP service 96705 & Hanapepe 96716,609 LEI'ONI PL,HANAPEPE,96716,Residential
421007046,Eleele WWTP service 96705 & Hanapepe 96716,4639 PUALEI ST,ELEELE,96705,Residential
421007064,Eleele WWTP service 96705 & Hanapepe 96716,4565 ULUPUA ST,ELEELE,96705,Residential
421007110,Eleele WWTP service 96705 & Hanapepe 96716,4662 HOKULOA PL,ELEELE,96705,Residential
421007114,Eleele WWTP service 96705 & Hanapepe 96716,522 AEWA ST,ELEELE,96705,Residential
421007125,Eleele WWTP service 96705 & Hanapepe 96716,586 AEWA ST,ELEELE,96705,Residential
421007136,Eleele WWTP service 96705 & Hanapepe 96716,547 LAULE'A ST,ELEELE,96705,Residential
421007154,Eleele WWTP service 96705 & Hanapepe 96716,4706 NANEA PL,ELEELE,96705,Residential
421008012,Eleele WWTP service 96705 & Hanapepe 96716,657 AEWA ST,ELEELE,96705,Residential
421008038,Eleele WWTP service 96705 & Hanapepe 96716,4652 KULE'A PL,ELEELE,96705,Residential
421008043,Eleele WWTP service 96705 & Hanapepe 96716,4645 KULE'A PL,ELEELE,96705,Residential
421008082,Eleele WWTP service 96705 & Hanapepe 96716,687 AKALEI ST,ELEELE,96705,Residential
421008089,Eleele WWTP service 96705 & Hanapepe 96716,4626 PUALEI ST,ELEELE,96705,Residential
421009013,Eleele WWTP service 96705 & Hanapepe 96716,724 KAUMO'O PL,HANAPEPE,96716,Residential
421009026,Eleele WWTP service 96705 & Hanapepe 96716,755 LAULE'A ST,ELEELE,96705,Residential
421009029,Eleele WWTP service 96705 & Hanapepe 96716,767 LAULE'A ST,ELEELE,96705,Residential
421009039,Eleele WWTP service 96705 & Hanapepe 96716,815 LAULE'A ST,ELEELE,96705,Residential
421009055,Eleele WWTP service 96705 & Hanapepe 96716,918 'OHI PL,ELEELE,96705,Residential
421009057,Eleele WWTP service 96705 & Hanapepe 96716,910 'OHI PL,HANAPEPE,96716,Residential
421009062,Eleele WWTP service 96705 & Hanapepe 96716,708 LAULE'A ST,ELEELE,96705,Residential
421009075,Eleele WWTP service 96705 & Hanapepe 96716,765 AKALEI ST,ELEELE,96705,Residential
421009079,Eleele WWTP service 96705 & Hanapepe 96716,747 AKALEI ST,ELEELE,96705,Residential
421009080,Eleele WWTP service 96705 & Hanapepe 96716,741 AKALEI ST,ELEELE,96705,Residential
421009118,Eleele WWTP service 96705 & Hanapepe 96716,4625 PI'AI PL,ELEELE,96705,Residential
421009120,Eleele WWTP service 96705 & Hanapepe 96716,4615 PI'AI PL,ELEELE,96705,Residential
418015040,Eleele WWTP service 96705 & Hanapepe 96716,3572 MAKA'ALA ST,HANAPEPE,96716,Residential
418015041,Eleele WWTP service 96705 & Hanapepe 96716,3578 MAKA'ALA ST,HANAPEPE,96716,Residential
418015053,Eleele WWTP service 96705 & Hanapepe 96716,3535 MAKA'ALA ST,HANAPEPE,96716,Residential
418015056,Eleele WWTP service 96705 & Hanapepe 96716,3515 MAKA'ALA ST,HANAPEPE,96716,Residential
418015088,Eleele WWTP service 96705 & Hanapepe 96716,5153 ALII RD,HANAPEPE,96716,Residential
418016020,Eleele WWTP service 96705 & Hanapepe 96716,5177 KAUNALOA ST,HANAPEPE,96716,Residential
418016029,Eleele WWTP service 96705 & Hanapepe 96716,5209 KAUNALOA ST,HANAPEPE,96716,Residential
418016061,Eleele WWTP service 96705 & Hanapepe 96716,5100 ALII RD A,HANAPEPE,96716,Residential
418017002,Eleele WWTP service 96705 & Hanapepe 96716,5177 MOI RD,HANAPEPE,96716,Residential
418017015,Eleele WWTP service 96705 & Hanapepe 96716,5115 MOI RD,HANAPEPE,96716,Residential
418017016,Eleele WWTP service 96705 & Hanapepe 96716,5111 MOI RD,HANAPEPE,96716,Residential
418018006,Eleele WWTP service 96705 & Hanapepe 96716,5051 MOI RD,HANAPEPE,96716,Residential
418019004,Eleele WWTP service 96705 & Hanapepe 96716,3371 KAI LANI PL,HANAPEPE,96716,Residential
419004026,Eleele WWTP service 96705 & Hanapepe 96716,3721 HANAPEPE RD,HANAPEPE,96716,Residential
419005017,Eleele WWTP service 96705 & Hanapepe 96716,3884 KOULA RD,HANAPEPE,96716,Residential
419005022,Eleele WWTP service 96705 & Hanapepe 96716,4540 KONA RD,HANAPEPE,96716,Inactive
419005022,Eleele WWTP service 96705 & Hanapepe 96716,4540 KONA RD,HANAPEPE,96716,Inactive
419005022,Eleele WWTP service 96705 & Hanapepe 96716,4540 KONA RD,HANAPEPE,96716,Inactive
419005027,Eleele WWTP service 96705 & Hanapepe 96716,3881 KOULA RD A,HANAPEPE,96716,Residential
419005027,Eleele WWTP service 96705 & Hanapepe 96716,3885 KOULA RD,HANAPEPE,96716,Residential
419005027,Eleele WWTP service 96705 & Hanapepe 96716,3885 KOULA RD A,HANAPEPE,96716,Residential
419005027,Eleele WWTP service 96705 & Hanapepe 96716,3877 KOULA RD,HANAPEPE,96716,Residential
419005027,Eleele WWTP service 96705 & Hanapepe 96716,3877 KOULA RD A,HANAPEPE,96716,Residential
419005028,Eleele WWTP service 96705 & Hanapepe 96716,3901 KOULA RD A,HANAPEPE,96716,Residential
419005046,Eleele WWTP service 96705 & Hanapepe 96716,3848 HANAPEPE RD,HANAPEPE,96716,Commercial
419006039,Eleele WWTP service 96705 & Hanapepe 96716,4480 IONA RD,HANAPEPE,96716,Residential
419007023,Eleele WWTP service 96705 & Hanapepe 96716,4455 IONA RD,HANAPEPE,96716,Residential
419007051,Eleele WWTP service 96705 & Hanapepe 96716,4411 IONA RD,HANAPEPE,96716,Residential
419007051,Eleele WWTP service 96705 & Hanapepe 96716,3681 LUKA PL,HANAPEPE,96716,Residential
419009013,Eleele WWTP service 96705 & Hanapepe 96716,4450 PUOLO RD A,HANAPEPE,96716,Residential
421001020,Eleele WWTP service 96705 & Hanapepe 96716,268 HUEHU RD A,ELEELE,96705,Inactive
421001020,Eleele WWTP service 96705 & Hanapepe 96716,268 HUEHU RD,ELEELE,96705,Inactive
421001020,Eleele WWTP service 96705 & Hanapepe 96716,268 HUEHU RD A,ELEELE,96705,Inactive
421001020,Eleele WWTP service 96705 & Hanapepe 96716,268 HUEHU RD,ELEELE,96705,Inactive
421001020,Eleele WWTP service 96705 & Hanapepe 96716,268 HUEHU RD A,ELEELE,96705,Inactive
421012068,Eleele WWTP service 96705 & Hanapepe 96716,478 ILUNA ST A,ELEELE,96705,Residential
421012069,Eleele WWTP service 96705 & Hanapepe 96716,478 ILUNA ST,ELEELE,96705,Residential
421009122,Eleele WWTP service 96705 & Hanapepe 96716,4610 PUAHAU PL,ELEELE,96705,Residential
421009127,Eleele WWTP service 96705 & Hanapepe 96716,4623 PUAHAU PL,ELEELE,96705,Residential
421009139,Eleele WWTP service 96705 & Hanapepe 96716,794 LAULE'A ST,ELEELE,96705,Residential
421010031,Eleele WWTP service 96705 & Hanapepe 96716,102 'OKUPU ST,ELEELE,96705,Residential
421011004,Eleele WWTP service 96705 & Hanapepe 96716,382 MEHANA RD,ELEELE,96705,Residential
421011014,Eleele WWTP service 96705 & Hanapepe 96716,466 MEHANA RD,ELEELE,96705,Residential
421012002,Eleele WWTP service 96705 & Hanapepe 96716,273 ILUNA ST,ELEELE,96705,Residential
421012017,Eleele WWTP service 96705 & Hanapepe 96716,429 ILUNA ST A,ELEELE,96705,Residential
421012018,Eleele WWTP service 96705 & Hanapepe 96716,429 ILUNA ST,ELEELE,96705,Residential
418008051,Eleele WWTP service 96705 & Hanapepe 96716,3586 HANAPEPE RD,HANAPEPE,96716,Residential
418008056,Eleele WWTP service 96705 & Hanapepe 96716,3542 HANAPEPE RD A,HANAPEPE,96716,Residential
418008056,Eleele WWTP service 96705 & Hanapepe 96716,3542 HANAPEPE RD,HANAPEPE,96716,Residential
418008057,Eleele WWTP service 96705 & Hanapepe 96716,3534 HANAPEPE RD,HANAPEPE,96716,Residential
418008057,Eleele WWTP service 96705 & Hanapepe 96716,3534 HANAPEPE RD A,HANAPEPE,96716,Residential
418008060,Eleele WWTP service 96705 & Hanapepe 96716,3520 HANAPEPE RD,HANAPEPE,96716,Residential
418008066,Eleele WWTP service 96705 & Hanapepe 96716,3443 KAUMUALII HWY,HANAPEPE,96716,Commercial
418009025,Eleele WWTP service 96705 & Hanapepe 96716,4657 KANE RD,HANAPEPE,96716,Residential
418010015,Eleele WWTP service 96705 & Hanapepe 96716,4828 MOI RD B,HANAPEPE,96716,Residential
418010015,Eleele WWTP service 96705 & Hanapepe 96716,4828 MOI RD A,HANAPEPE,96716,Residential
418010026,Eleele WWTP service 96705 & Hanapepe 96716,4736 MOI RD,HANAPEPE,96716,Residential
418013037,Eleele WWTP service 96705 & Hanapepe 96716,3530 AHI RD,HANAPEPE,96716,Residential
418013054,Eleele WWTP service 96705 & Hanapepe 96716,4931 MOI RD,HANAPEPE,96716,Residential
418014010,Eleele WWTP service 96705 & Hanapepe 96716,3534 MAKOA ST,HANAPEPE,96716,Residential
418014043,Eleele WWTP service 96705 & Hanapepe 96716,3561 KUPA'A ST,HANAPEPE,96716,Residential
418014058,Eleele WWTP service 96705 & Hanapepe 96716,3548 KONALE ST,HANAPEPE,96716,Residential
418014088,Eleele WWTP service 96705 & Hanapepe 96716,3708 'UWAO ST,HANAPEPE,96716,Residential
418014093,Eleele WWTP service 96705 & Hanapepe 96716,4946 ALII RD,HANAPEPE,96716,Residential
418014099,Eleele WWTP service 96705 & Hanapepe 96716,3621 MAKOA ST,HANAPEPE,96716,Residential
418014101,Eleele WWTP service 96705 & Hanapepe 96716,4974 ALII RD,HANAPEPE,96716,Residential
418014112,Eleele WWTP service 96705 & Hanapepe 96716,3676 'UWAO ST,HANAPEPE,96716,Residential
421012058,Eleele WWTP service 96705 & Hanapepe 96716,518 ILUNA ST,ELEELE,96705,Residential
421012062,Eleele WWTP service 96705 & Hanapepe 96716,506 ILUNA ST,ELEELE,96705,Residential
421012067,Eleele WWTP service 96705 & Hanapepe 96716,490 ILUNA ST A,ELEELE,96705,Residential
421012073,Eleele WWTP service 96705 & Hanapepe 96716,462 ILUNA ST,ELEELE,96705,Residential
421012082,Eleele WWTP service 96705 & Hanapepe 96716,432 ILUNA ST,ELEELE,96705,Residential
421012084,Eleele WWTP service 96705 & Hanapepe 96716,418 ILUNA ST A,ELEELE,96705,Residential
421012086,Eleele WWTP service 96705 & Hanapepe 96716,416 ILUNA ST,ELEELE,96705,Residential
421012093,Eleele WWTP service 96705 & Hanapepe 96716,376 ILUNA ST,ELEELE,96705,Residential
421013022,Eleele WWTP service 96705 & Hanapepe 96716,470 WAI'ULILI ST,ELEELE,96705,Residential
418015068,Eleele WWTP service 96705 & Hanapepe 96716,3574 PILIALOHA ST,HANAPEPE,96716,Residential
418015092,Eleele WWTP service 96705 & Hanapepe 96716,5125 ALII RD,HANAPEPE,96716,Residential
418015098,Eleele WWTP service 96705 & Hanapepe 96716,5094 ALII RD,HANAPEPE,96716,Residential
418015078,Eleele WWTP service 96705 & Hanapepe 96716,3551 PILIALOHA ST,HANAPEPE,96716,Residential
418015112,Eleele WWTP service 96705 & Hanapepe 96716,3611 'UWAO ST,HANAPEPE,96716,Residential
418016004,Eleele WWTP service 96705 & Hanapepe 96716,5116 MOI RD,HANAPEPE,96716,Residential
418016023,Eleele WWTP service 96705 & Hanapepe 96716,5155 KAUNALOA ST,HANAPEPE,96716,Residential
418016039,Eleele WWTP service 96705 & Hanapepe 96716,5164 KAUNALOA ST,HANAPEPE,96716,Residential
418016043,Eleele WWTP service 96705 & Hanapepe 96716,5138 KAUNALOA ST A,HANAPEPE,96716,Residential
418018002,Eleele WWTP service 96705 & Hanapepe 96716,5071 MOI RD,HANAPEPE,96716,Residential
418018024,Eleele WWTP service 96705 & Hanapepe 96716,4971 MOI RD,HANAPEPE,96716,Residential
418019016,Eleele WWTP service 96705 & Hanapepe 96716,3380 KAI LANI PL,HANAPEPE,96716,Residential
419004025,Eleele WWTP service 96705 & Hanapepe 96716,3751 HANAPEPE RD,HANAPEPE,96716,Commercial
419005032,Eleele WWTP service 96705 & Hanapepe 96716,4504 PUNA RD,HANAPEPE,96716,Residential
419005041,Eleele WWTP service 96705 & Hanapepe 96716,3814 HANAPEPE RD,HANAPEPE,96716,Commercial
419006009,Eleele WWTP service 96705 & Hanapepe 96716,4491 PEPE RD,HANAPEPE,96716,Commercial
419011002,Eleele WWTP service 96705 & Hanapepe 96716,3567 HANAPEPE RD,HANAPEPE,96716,Commercial
421003035,Eleele WWTP service 96705 & Hanapepe 96716,211 AKA'ULA ST,ELEELE,96705,Commercial
421004006,Eleele WWTP service 96705 & Hanapepe 96716,180 ULAULA RD,ELEELE,96705,Residential
421004032,Eleele WWTP service 96705 & Hanapepe 96716,213 KEOKEO RD A,ELEELE,96705,Residential
421004032,Eleele WWTP service 96705 & Hanapepe 96716,213 KEOKEO RD,ELEELE,96705,Residential
421004047,Eleele WWTP service 96705 & Hanapepe 96716,4536 ELEELE RD,HANAPEPE,96716,Residential
421005012,Eleele WWTP service 96705 & Hanapepe 96716,121 AKALA RD,ELEELE,96705,Residential
421005017,Eleele WWTP service 96705 & Hanapepe 96716,140 AKALA RD A,ELEELE,96705,Residential
421005028,Eleele WWTP service 96705 & Hanapepe 96716,4595 ELEELE RD,HANAPEPE,96716,Residential
421005029,Eleele WWTP service 96705 & Hanapepe 96716,4585 ELEELE RD,ELEELE,96705,Residential
421005046,Eleele WWTP service 96705 & Hanapepe 96716,4635 MELEMELE RD,ELEELE,96705,Residential
421005048,Eleele WWTP service 96705 & Hanapepe 96716,4649 MELEMELE RD,ELEELE,96705,Residential
421006011,Eleele WWTP service 96705 & Hanapepe 96716,4559 MIMO PL,ELEELE,96705,Residential
421006040,Eleele WWTP service 96705 & Hanapepe 96716,395 PA'ANI ST,ELEELE,96705,Residential
