TMK,Service_Area,Service_Address,Service_City,Service_Zip,Usage_Type
437005098,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3926 LAWEHANA ST A,LIHUE,96766,Residential
437005098,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3926 LAWEHANA ST,HANAMAULU,96715,Residential
437005098,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3926 LAWEHANA ST,HANAMAULU,96715,Residential
435003006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3076 PELEKE ST,LIHUE,96766,Commercial
435003043,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3083 AUKELE ST,LIHUE,96766,Commercial
436003012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4334 RICE ST,LIHUE,96766,Commercial
436003022,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4180 RICE ST,LIHUE,96766,Commercial
436003026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4121 RICE ST,LIHUE,96766,Residential
436003054,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2932 PALA ST A,LIHUE,96766,Residential
437012027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4267 LEHU PL,LIHUE,96766,Residential
437012077,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4159 KENIKENI PL,LIHUE,96766,Residential
437012083,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4123 KENIKENI PL,LIHUE,96766,Residential
438007010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3353 KUHIO HWY,LIHUE,96766,Commercial
438007015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3386 ELIMA ST,LIHUE,96766,Residential
438007015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4521 EHA ST,LIHUE,96766,Residential
438007018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3360 ELIMA ST B,LIHUE,96766,Residential
438007021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3336 ELIMA ST,LIHUE,96766,Residential
438007044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3376 EONO ST A,LIHUE,96766,Residential
438007044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3376 EONO ST,LIHUE,96766,Residential
438009016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3228 JERVES ST,LIHUE,96766,Residential
438009022,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3184 JERVES ST,LIHUE,96766,Residential
438009035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3252 HIRAOKA ST,LIHUE,96766,Residential
438009044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3184 HIRAOKA ST,LIHUE,96766,Residential
438009044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4564 POINCIANA ST,LIHUE,96766,Residential
438009051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3213 HIRAOKA ST,LIHUE,96766,Residential
438009056,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3260 INOUYE ST,LIHUE,96766,Residential
438009062,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3214 INOUYE ST,LIHUE,96766,Residential
438009064,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3198 INOUYE ST,LIHUE,96766,Residential
438009068,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3251 INOUYE ST,LIHUE,96766,Residential
438009071,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3227 INOUYE ST,LIHUE,96766,Residential
437006018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3874 KAIA PL,LIHUE,96766,Residential
437006018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3874 KAIA PL A,LIHUE,96766,Residential
437006024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3921 HO'OHUKI ST,HANAMAULU,96715,Residential
437006024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3921 HO'OHUKI ST,HANAMAULU,96715,Residential
437006078,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4333 KA'ILEWA ST,HANAMAULU,96715,Residential
437006093,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4254 KA'ILEWA ST,LIHUE,96766,Residential
437007003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3482 MAONA RD,LIHUE,96766,Residential
437008037,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4286 HOOHANA ST,HANAMAULU,96715,Residential
437008044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4247 HOOHANA ST,HANAMAULU,96715,Residential
437008074,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4385 HANAMAULU RD,HANAMAULU,96715,Residential
437008115,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4161 LAWEHANA ST,HANAMAULU,96715,Residential
437008124,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4109 WAIAHI ST,LIHUE,96766,Residential
437009011,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4216 HANAMAULU RD,LIHUE,96766,Residential
437009036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4316 AIKEPA ST,LIHUE,96766,Residential
437010001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4006 PALIKEA ST,HANAMAULU,96715,Residential
437010004,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4030 PALIKEA ST,HANAMAULU,96715,Residential
437010023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4025 PALIKEA ST,HANAMAULU,96715,Inactive
437010023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4025 PALIKEA ST,HANAMAULU,96715,Inactive
437010023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4025 PALIKEA ST,HANAMAULU,96715,Inactive
437010025,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4039 PALIKEA ST,LIHUE,96766,Residential
437010042,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4134 LAWEHANA ST,HANAMAULU,96715,Residential
437010049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4182 KUIA PL,HANAMAULU,96715,Residential
437010057,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4184 KUIA PL,LIHUE,96766,Residential
437010062,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4207 KAULU PL,HANAMAULU,96715,Residential
437011005,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4400 HANAMAULU PL,LIHUE,96766,Residential
437011013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4401 HANAMAULU PL,LIHUE,96766,Residential
437011016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4377 HANAMAULU PL,HANAMAULU,96715,Residential
437012002,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4279 'AKILOLO ST,LIHUE,96766,Residential
438011079,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4608 LAUKONA ST,HANAMAULU,96715,Residential
438011088,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4536 LAUKONA ST,HANAMAULU,96715,Residential
438011089,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4520 LAUKONA ST,HANAMAULU,96715,Residential
438011091,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5290 LAUKONA ST,HANAMAULU,96715,Residential
438012009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4790 MANULELE ST,LIHUE,96766,Residential
438012060,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4726 LAUKONA ST,HANAMAULU,96715,Residential
438012064,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4762 LAUKONA ST,HANAMAULU,96715,Residential
438012066,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4780 LAUKONA ST,HANAMAULU,96715,Residential
438012066,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4780 LAUKONA ST,HANAMAULU,96715,Residential
438012076,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4850 OHIA PL,LIHUE,96766,Residential
438013043,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5051 LAUKONA ST,HANAMAULU,96715,Residential
438013048,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5107 LAUKONA ST,HANAMAULU,96715,Residential
438013048,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5107 LAUKONA ST A,HANAMAULU,96715,Residential
438013080,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4640 POHINA ST,HANAMAULU,96715,Residential
438013096,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4667 MANULELE ST,LIHUE,96766,Residential
438013101,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4727 MANULELE ST,LIHUE,96766,Residential
438014008,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3139 INOUYE ST,LIHUE,96766,Residential
438014041,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3175 HIRAOKA ST,LIHUE,96766,Residential
438014048,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3146 HIRAOKA ST,LIHUE,96766,Residential
438014052,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3162 HIRAOKA ST,LIHUE,96766,Residential
438014061,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3141 JERVES ST,LIHUE,96766,Residential
438015010,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3295 KILIKINA PL,LIHUE,96766,Residential
436017015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3162 PALAI ST,LIHUE,96766,Residential
436017015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3162 PALAI ST A,LIHUE,96766,Residential
436017052,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3338 UNAHE ST,LIHUE,96766,Residential
436018001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4292 HARDY ST,LIHUE,96766,Residential
436018001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4296 KAANA ST,LIHUE,96766,Residential
436018002,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4290 KAANA ST A,LIHUE,96766,Residential
436018012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4281 MALAE ST,LIHUE,96766,Residential
436018012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4203 PUAOLE ST,LIHUE,96766,Residential
436018015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4231 PUAOLE ST,LIHUE,96766,Residential
436018021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4280 KAANA ST,LIHUE,96766,Residential
436018021,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4285 PUAOLE ST,LIHUE,96766,Residential
436018024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4210 PUAOLE ST,LIHUE,96766,Residential
436018056,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4246 NONOHE PL,LIHUE,96766,Residential
436018058,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4222 KAANA ST,LIHUE,96766,Residential
436018058,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4222 KAANA ST A,LIHUE,96766,Residential
436018060,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4190 KAANA ST,LIHUE,96766,Residential
436018074,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3200 UNAHE ST,LIHUE,96766,Residential
436019005,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4117 PUAOLE ST,LIHUE,96766,Residential
436019016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4192 HARDY ST,LIHUE,96766,Residential
436019019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4296 MALAE ST,LIHUE,96766,Residential
436019026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4152 PUAOLE ST A,LIHUE,96766,Residential
436019026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4152 PUAOLE ST,LIHUE,96766,Residential
436019036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4165 KAWILI ST,LIHUE,96766,Residential
436019040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3101 UNAHE ST,LIHUE,96766,Residential
436019044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3135 UNAHE ST,LIHUE,96766,Residential
436020002,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4065 PUAOLE ST,LIHUE,96766,Residential
436020034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4132 KAWILI ST,LIHUE,96766,Residential
436020034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4132 KAWILI ST A,LIHUE,96766,Residential
436023001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3998 KAPENA ST,LIHUE,96766,Residential
436023024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2959 HOOLAKO ST,LIHUE,96766,Residential
436023031,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4074 HOOLAKO PL,LIHUE,96766,Residential
436023036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2911 HOOLAKO ST,LIHUE,96766,Residential
436023043,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2938 HOOLAKO ST,LIHUE,96766,Residential
436023065,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2960 ALOALO PL,LIHUE,96766,Residential
436024016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2978 OHIOHI ST,LIHUE,96766,Residential
436024016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2978 OHIOHI ST,LIHUE,96766,Residential
436024022,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2814 HOOLAKO ST,LIHUE,96766,Residential
436024035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2876 HOOLAKO ST,LIHUE,96766,Residential
436024060,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3945 KAPENA ST,LIHUE,96766,Residential
436024070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3960 KAPENA ST,LIHUE,96766,Residential
437001017,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3400 KUHIO HWY,LIHUE,96766,Residential
438010020,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4610 NOI ST,LIHUE,96766,Residential
438010037,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4648 EKOLU ST,LIHUE,96766,Residential
438011012,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4664 MANULELE ST,LIHUE,96766,Residential
438011014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3814 PAKAWELI ST,LIHUE,96766,Residential
438011016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4681 OPUKEA ST,LIHUE,96766,Residential
438011025,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4597 OPUKEA ST,LIHUE,96766,Residential
438011039,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4594 OPUKEA ST,LIHUE,96766,Residential
438011050,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4561 LAUKONA ST,HANAMAULU,96715,Residential
438011070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4678 LAUKONA ST,HANAMAULU,96715,Residential
437010040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4110 LAWEHANA ST,HANAMAULU,96715,Residential
437010068,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4232 KAULU PL,HANAMAULU,96715,Residential
436003066,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3020 UMI ST,LIHUE,96766,Residential
436003070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4220 RICE ST C,LIHUE,96766,Residential
436003070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4220 RICE ST E,LIHUE,96766,Residential
436003070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4220 RICE ST F,LIHUE,96766,Residential
437012027,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4265 LEHU PL,LIHUE,96766,Residential
437012050,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4466 'ILI'OPUA PL,LIHUE,96766,Residential
437012065,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4118 HANAMAULU RD,LIHUE,96766,Residential
437012090,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4170 KENIKENI PL,LIHUE,96766,Residential
437012107,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4121 HANAMAULU RD,LIHUE,96766,Residential
438004014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4479 RICE ST,LIHUE,96766,Commercial
438004014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4479 RICE ST,LIHUE,96766,Commercial
438004014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,2975 HALEKO RD,LIHUE,96766,Commercial
438004014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4479 RICE ST,LIHUE,96766,Commercial
438004014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4491 RICE ST,LIHUE,96766,Commercial
438007023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3320 ELIMA ST,LIHUE,96766,Residential
438007024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3314 ELIMA ST,LIHUE,96766,Residential
438007043,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3384 EONO ST,LIHUE,96766,Residential
438007045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3370 EONO ST,LIHUE,96766,Residential
438008009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4535 EKOLU ST,LIHUE,96766,Residential
438008018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3418 EONO ST,LIHUE,96766,Residential
438008018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3418 EONO ST A,LIHUE,96766,Residential
438009074,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3205 INOUYE ST,LIHUE,96766,Residential
438010003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3399 EONO ST,LIHUE,96766,Residential
438010005,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3383 EONO ST,LIHUE,96766,Residential
438011006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4596 MANULELE ST,LIHUE,96766,Residential
438011009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4628 MANULELE ST,LIHUE,96766,Residential
438011029,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3864 PAKAWELI ST,LIHUE,96766,Residential
438011042,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4570 OPUKEA ST,LIHUE,96766,Residential
438011045,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5255 LAUKONA ST,HANAMAULU,96715,Residential
438011047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5271 LAUKONA ST C,HANAMAULU,96715,Residential
438011047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5271 LAUKONA ST A,HANAMAULU,96715,Residential
438012019,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4809 OPUKEA ST A,HANAMAULU,96715,Residential
438012023,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4769 OPUKEA ST,HANAMAULU,96715,Residential
438012028,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4719 OPUKEA ST,LIHUE,96766,Residential
438012062,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4744 LAUKONA ST,HANAMAULU,96715,Residential
438013035,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4868 MANULELE ST,LIHUE,96766,Residential
438013059,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4689 POHINA ST,LIHUE,96766,Residential
438013064,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4781 POHINA ST,HANAMAULU,96715,Residential
438013083,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4596 POHINA ST,LIHUE,96766,Residential
438013091,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4607 MANULELE ST,LIHUE,96766,Residential
438014024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3150 FUJII ST A,LIHUE,96766,Residential
438014024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3150 FUJII ST B,LIHUE,96766,Residential
438014053,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3168 HIRAOKA ST,LIHUE,96766,Residential
438014063,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3127 JERVES ST,LIHUE,96766,Residential
438015003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3296 KANAKOLU ST,LIHUE,96766,Residential
438015004,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3288 KANAKOLU ST,LIHUE,96766,Residential
438015009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3293 KILIKINA PL,LIHUE,96766,Residential
438015015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3296 KILIKINA PL,LIHUE,96766,Residential
438015016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3294 KILIKINA PL,LIHUE,96766,Residential
438015018,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3297 EONO ST,LIHUE,96766,Residential
439006001,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,0 NALU RD,LIHUE,96766,Commercial
437001025,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3252 KUHIO HWY,LIHUE,96766,Commercial
437012078,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4155 KENIKENI PL,LIHUE,96766,Residential
437012095,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4139 KEA PL,LIHUE,96766,Residential
437012099,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4123 KEA PL,LIHUE,96766,Residential
438007013,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3377 KUHIO HWY,LIHUE,96766,Residential
438007026,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3296 ELIMA ST B,LIHUE,96766,Residential
438009015,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3236 JERVES ST,LIHUE,96766,Residential
438009028,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3221 JERVES ST,LIHUE,96766,Residential
438009029,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3213 JERVES ST,LIHUE,96766,Residential
438009037,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3236 HIRAOKA ST,LIHUE,96766,Residential
438009037,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4565 OXFORD ST,LIHUE,96766,Residential
438009050,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3221 HIRAOKA ST,LIHUE,96766,Residential
438009052,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3205 HIRAOKA ST,LIHUE,96766,Residential
438009070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3235 INOUYE ST,LIHUE,96766,Residential
438009080,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3246 FUJII ST,LIHUE,96766,Residential
438009111,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3268 HIRAOKA ST,LIHUE,96766,Residential
438009114,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3268 JERVES ST,LIHUE,96766,Inactive
438009114,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3268 JERVES ST,LIHUE,96766,Inactive
436018003,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4286 HARDY ST,LIHUE,96766,Residential
436018006,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4264 HARDY ST,LIHUE,96766,Residential
436018009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4240 HARDY ST,LIHUE,96766,Residential
436018009,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4240 HARDY ST A,LIHUE,96766,Residential
436018016,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4241 PUAOLE ST,LIHUE,96766,Residential
436018030,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4252 PUAOLE ST,LIHUE,96766,Residential
436018036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4250 KAANA ST,LIHUE,96766,Residential
436018053,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4264 NONOHE PL,LIHUE,96766,Residential
436018070,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3234 UNAHE ST,LIHUE,96766,Residential
436019014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4161 PUAOLE ST,LIHUE,96766,Residential
436019014,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4161 PUAOLE ST A,LIHUE,96766,Residential
436019025,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4156 PUAOLE ST,LIHUE,96766,Residential
438013034,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4869 MANULELE ST,LIHUE,96766,Residential
438013039,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5001 LAUKONA ST,HANAMAULU,96715,Residential
438013040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5011 LAUKONA ST,HANAMAULU,96715,Residential
438013051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,5135 LAUKONA ST,HANAMAULU,96715,Residential
438013058,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4675 POHINA ST,LIHUE,96766,Residential
438013063,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4759 POHINA ST,LIHUE,96766,Residential
438013068,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4929 LAUKONA ST,HANAMAULU,96715,Residential
438013071,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4788 POHINA ST,LIHUE,96766,Residential
438013088,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4561 MANULELE ST,HANAMAULU,96715,Residential
438013109,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4915 MANULELE ST,LIHUE,96766,Residential
438014004,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3157 INOUYE ST,LIHUE,96766,Residential
438014028,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3120 JERVES ST,LIHUE,96766,Residential
438014047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3147 HIRAOKA ST,LIHUE,96766,Residential
438014051,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3156 HIRAOKA ST,LIHUE,96766,Residential
438015024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3353 EONO ST,LIHUE,96766,Commercial
438015024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4601 NOI ST,LIHUE,96766,Commercial
438015024,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3353 EONO ST,LIHUE,96766,Commercial
438009049,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3227 HIRAOKA ST,LIHUE,96766,Residential
438009072,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3221 INOUYE ST,LIHUE,96766,Residential
438009073,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3213 INOUYE ST,LIHUE,96766,Residential
438009088,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,4610 POINCIANA ST,LIHUE,96766,Residential
438009088,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3184 FUJII ST,LIHUE,96766,Residential
436017032,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3421 UNAHE ST,LIHUE,96766,Residential
436017036,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3428 UNAHE ST,LIHUE,96766,Residential
436017040,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3408 UNAHE ST,LIHUE,96766,Residential
436017044,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3390 UNAHE ST,LIHUE,96766,Residential
436017047,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3382 UNAHE ST,LIHUE,96766,Residential
436017048,Lihue WWTP service Hanamaulu 96715 & Lihue 96766,3370 UNAHE ST,LIHUE,96766,Residential
